StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Age,Relationship,Q1_1,Q1_2,Q2_1,Q2_2,Q3_1,Q3_2,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q11_1,Q11_2
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,How do you describe yourself? - Selected Choice,How old are you?,What is your current relationship status?,Would you like to hang out with Alex？ - alex_accept,Would you like to hang out with Alex？ - alex_reject,Would you like to hang out with James？ - james_accept,Would you like to hang out with James？ - james_reject,Would you like to hang out with Ben？ - ben_accept,Would you like to hang out with Ben？ - ben_reject,Would you like to hang out with Mark？ - mark_accept,Would you like to hang out with Mark？ - mark_reject,Would you like to hang out with Tom？ - tom_accept,Would you like to hang out with Tom？ - tom_reject,Would you like to hang out with Will？ - will_accept,Would you like to hang out with Will？ - will_reject,Would you like to hang out with John？ - john_accept,Would you like to hang out with John？ - john_reject,Would you like to hang out with Jack？ - jack_accept,Would you like to hang out with Jack？ - jack_reject,Would you like to hang out with Henry？ - henry_accept,Would you like to hang out with Henry？ - henry_reject,Would you like to hang out with Sam？ - sam_accept,Would you like to hang out with Sam？ - sam_reject,Would you like to hang out with Chris？ - chris_accept,Would you like to hang out with Chris？ - chris_reject
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID3_1""}","{""ImportId"":""QID3_2""}","{""ImportId"":""QID15_1""}","{""ImportId"":""QID15_2""}","{""ImportId"":""QID16_1""}","{""ImportId"":""QID16_2""}","{""ImportId"":""QID17_1""}","{""ImportId"":""QID17_2""}","{""ImportId"":""QID18_1""}","{""ImportId"":""QID18_2""}","{""ImportId"":""QID19_1""}","{""ImportId"":""QID19_2""}","{""ImportId"":""QID20_1""}","{""ImportId"":""QID20_2""}","{""ImportId"":""QID21_1""}","{""ImportId"":""QID21_2""}","{""ImportId"":""QID22_1""}","{""ImportId"":""QID22_2""}","{""ImportId"":""QID23_1""}","{""ImportId"":""QID23_2""}","{""ImportId"":""QID24_1""}","{""ImportId"":""QID24_2""}"
2023/3/9 23:45,2023/3/9 23:47,IP Address,49.67.3.218,100,146,TRUE,2023/3/9 23:47,R_3MR064z52APYtLX,,,,,32.0264,120.8647,anonymous,EN,Male,18-24 years old,Single,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/10 7:02,2023/3/10 7:03,IP Address,172.58.227.43,100,61,TRUE,2023/3/10 7:03,R_2aD2FXom6ZBztGF,,,,,40.674,-73.9701,anonymous,EN,Female,25-34 years old,Single,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral
2023/3/10 15:43,2023/3/10 15:45,IP Address,172.56.161.82,100,108,TRUE,2023/3/10 15:45,R_2UguerXhoXgAdc7,,,,,40.6627,-73.9138,anonymous,EN,Female,18-24 years old,Single,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like
2023/3/10 17:07,2023/3/10 17:07,IP Address,172.58.219.128,100,22,TRUE,2023/3/10 17:07,R_1igrmWZYp9ahnTA,,,,,42.3253,-71.0951,anonymous,EN,Male,18-24 years old,Single,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Neutral
2023/3/10 17:07,2023/3/10 17:07,IP Address,172.58.219.128,100,22,TRUE,2023/3/10 17:07,R_rdUGmaVjpfp7XXj,,,,,42.3253,-71.0951,anonymous,EN,Male,18-24 years old,Single,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Neutral,Neutral,Like,Dislike,Neutral,Neutral,Like
2023/3/10 17:08,2023/3/10 17:08,IP Address,172.58.219.128,100,21,TRUE,2023/3/10 17:08,R_1rxcnDBYvwxSaPC,,,,,42.3253,-71.0951,anonymous,EN,Female,25-34 years old,In a relationship,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Dislike,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/10 17:08,2023/3/10 17:09,IP Address,172.58.219.128,100,23,TRUE,2023/3/10 17:09,R_1cSuOJWkeZXSFAN,,,,,42.3253,-71.0951,anonymous,EN,Female,25-34 years old,Married,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Dislike,Neutral,Dislike,Neutral,Like
2023/3/10 18:33,2023/3/10 18:34,IP Address,172.58.219.242,100,39,TRUE,2023/3/10 18:34,R_2eONQ0H0o6hcvJj,,,,,42.3253,-71.0951,anonymous,EN,Female,25-34 years old,Single,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/11 8:45,2023/3/11 8:45,IP Address,73.218.19.41,100,18,TRUE,2023/3/11 8:45,R_2teNGGpEsMyA1Dw,,,,,42.3474,-71.1582,anonymous,EN,Female,18-24 years old,Single,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral
2023/3/11 8:56,2023/3/11 8:57,IP Address,71.232.158.247,100,61,TRUE,2023/3/11 8:57,R_24GwVz21VD9gtrA,,,,,42.3474,-71.1582,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like
2023/3/11 12:50,2023/3/11 12:50,IP Address,96.252.71.74,100,24,TRUE,2023/3/11 12:50,R_OlKvpvOBVzCR3qh,,,,,42.1897,-71.2048,anonymous,EN,Female,25-34 years old,In a relationship,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral
2023/3/11 12:50,2023/3/11 12:51,IP Address,96.252.71.74,100,27,TRUE,2023/3/11 12:51,R_1ojtRE6w5ejlCTN,,,,,42.1897,-71.2048,anonymous,EN,Male,25-34 years old,In a relationship,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Dislike,Like,Neutral,Neutral,Dislike,Neutral,Dislike,Neutral,Dislike
2023/3/11 14:40,2023/3/11 14:40,IP Address,96.252.71.74,100,27,TRUE,2023/3/11 14:40,R_DdyCYpTKzMfrR3r,,,,,42.1897,-71.2048,anonymous,EN,Male,25-34 years old,Married,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral
2023/3/11 14:40,2023/3/11 14:41,IP Address,96.252.71.74,100,22,TRUE,2023/3/11 14:41,R_1Fst2PHNTFvy90M,,,,,42.1897,-71.2048,anonymous,EN,Female,25-34 years old,Married,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Like,Like,Neutral,Like,Neutral
2023/3/11 19:44,2023/3/11 19:44,IP Address,73.16.29.175,100,46,TRUE,2023/3/11 19:44,R_3DqAA2WwoR0iPyG,,,,,42.3399,-71.1245,anonymous,EN,Female,18-24 years old,In a relationship,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral
2023/3/12 14:41,2023/3/12 14:42,IP Address,73.47.27.71,100,44,TRUE,2023/3/12 14:42,R_7U2VJO1e5aonQEV,,,,,42.3399,-71.1245,anonymous,EN,Male,18-24 years old,Single,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like
2023/3/12 14:42,2023/3/12 14:42,IP Address,136.62.63.165,100,46,TRUE,2023/3/12 14:42,R_10wrAyxn5FIWvlO,,,,,30.3075,-97.7271,anonymous,EN,Female,18-24 years old,Single,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/12 14:47,2023/3/12 14:48,IP Address,24.147.111.62,100,57,TRUE,2023/3/12 14:48,R_2RV866sE4gbTVJD,,,,,42.3474,-71.1582,anonymous,EN,Female,25-34 years old,Single,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/12 15:23,2023/3/12 15:24,IP Address,73.159.62.162,100,75,TRUE,2023/3/12 15:24,R_2RWJI879BEerUpq,,,,,42.3399,-71.1245,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/12 18:24,2023/3/12 18:27,IP Address,24.61.53.225,100,147,TRUE,2023/3/12 18:27,R_1l9OHJCC6mjLRIu,,,,,42.3399,-71.1245,anonymous,EN,Female,25-34 years old,Single,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like
2023/3/12 18:27,2023/3/12 18:28,IP Address,114.44.201.145,100,60,TRUE,2023/3/12 18:28,R_A5UXlk40qHKhKCt,,,,,25.0504,121.5324,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/12 19:54,2023/3/12 19:56,IP Address,73.123.93.103,100,140,TRUE,2023/3/12 19:56,R_2rqnTNKqVNdau2a,,,,,42.3498,-71.0765,anonymous,EN,Male,18-24 years old,In a relationship,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 7:23,2023/3/13 7:24,IP Address,128.197.29.228,100,58,TRUE,2023/3/13 7:24,R_1F8S8OQTpR0wmEb,,,,,42.3464,-71.0975,anonymous,EN,Male,18-24 years old,In a relationship,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 7:25,2023/3/13 7:26,IP Address,223.72.67.175,100,50,TRUE,2023/3/13 7:26,R_6xMMT9ju80XLbFL,,,,,39.9143,116.3861,anonymous,EN,Female,18-24 years old,Single,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 7:30,2023/3/13 7:31,IP Address,128.197.29.247,100,66,TRUE,2023/3/13 7:31,R_rcB0rhc1GqAqaOd,,,,,42.3464,-71.0975,anonymous,EN,Female,25-34 years old,Married,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 7:39,2023/3/13 7:41,IP Address,223.73.132.228,100,64,TRUE,2023/3/13 7:41,R_3KDfaOgUoTJ9T4X,,,,,23.0261,113.1371,anonymous,EN,Female,18-24 years old,In a relationship,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral
2023/3/13 7:40,2023/3/13 7:41,IP Address,101.228.170.133,100,78,TRUE,2023/3/13 7:41,R_1Lifg6n2dPmaeCG,,,,,31.2222,121.4581,anonymous,EN,Female,25-34 years old,In a relationship,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 7:54,2023/3/13 7:55,IP Address,128.197.29.234,100,35,TRUE,2023/3/13 7:55,R_1mWu3g0xxfZcguK,,,,,42.3464,-71.0975,anonymous,EN,Female,25-34 years old,Single,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 7:57,2023/3/13 7:58,IP Address,108.4.77.216,100,45,TRUE,2023/3/13 7:58,R_2s6ogdZkn0q4lTs,,,,,37.7252,-77.5546,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 8:02,2023/3/13 8:03,IP Address,36.36.113.20,100,60,TRUE,2023/3/13 8:03,R_YSb83boWEcefXDX,,,,,23.2212,113.9569,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 8:36,2023/3/13 8:37,IP Address,73.79.147.172,100,57,TRUE,2023/3/13 8:37,R_3mmfHppa1kNOP1r,,,,,40.4236,-79.9825,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like
2023/3/13 8:18,2023/3/13 8:46,IP Address,129.161.86.73,100,1712,TRUE,2023/3/13 8:46,R_2viGLoGglJmT7ML,,,,,42.7273,-73.6696,anonymous,EN,Female,18-24 years old,In a relationship,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like
2023/3/13 8:56,2023/3/13 8:58,IP Address,101.228.190.153,100,106,TRUE,2023/3/13 8:58,R_2Ce45oIqZV9B1C8,,,,,31.2222,121.4581,anonymous,EN,Female,25-34 years old,Single,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like
2023/3/13 9:39,2023/3/13 9:40,IP Address,98.149.142.91,100,53,TRUE,2023/3/13 9:40,R_vSlsdtHBtwtFR5L,,,,,33.9421,-118.1303,anonymous,EN,Female,25-34 years old,Married,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 9:51,2023/3/13 9:52,IP Address,107.127.21.68,100,81,TRUE,2023/3/13 9:52,R_r2QFblyHO1cLgcN,,,,,33.4475,-112.0866,anonymous,EN,Female,18-24 years old,Single,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 10:47,2023/3/13 10:48,IP Address,75.154.251.134,100,77,TRUE,2023/3/13 10:48,R_1mPDqdplnDHmS83,,,,,49.2666,-123.1976,anonymous,EN,Female,18-24 years old,Single,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 16:44,2023/3/13 16:45,IP Address,174.173.3.44,100,57,TRUE,2023/3/13 16:45,R_20MMgzpcNAHIJWF,,,,,39.9486,-75.2339,anonymous,EN,Female,18-24 years old,In a relationship,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 17:36,2023/3/13 17:38,IP Address,73.218.19.41,100,112,TRUE,2023/3/13 17:38,R_9vQ0YhbsveGjM77,,,,,42.3474,-71.1582,anonymous,EN,Female,45-54 years old,Married,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like
2023/3/13 18:44,2023/3/13 18:45,IP Address,129.150.46.48,100,57,TRUE,2023/3/13 18:45,R_32LpbRv5uAWLm41,,,,,1.2929,103.8547,anonymous,EN,Female,18-24 years old,In a relationship,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral
2023/3/13 23:01,2023/3/13 23:02,IP Address,39.12.17.15,100,53,TRUE,2023/3/13 23:02,R_2f8qrqxUmEg7k5j,,,,,24.9466,121.586,anonymous,EN,Female,18-24 years old,In a relationship,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like
2023/3/14 9:38,2023/3/14 9:39,IP Address,128.197.29.234,100,61,TRUE,2023/3/14 9:39,R_egPG3fwWMGwXr0J,,,,,42.3464,-71.0975,anonymous,EN,Female,25-34 years old,In a relationship,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral
2023/3/14 9:39,2023/3/14 9:40,IP Address,128.197.29.234,100,66,TRUE,2023/3/14 9:40,R_1I3O2iGbXINYXSX,,,,,42.3464,-71.0975,anonymous,EN,Male,25-34 years old,Single,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like
2023/3/14 9:40,2023/3/14 9:41,IP Address,128.197.29.234,100,85,TRUE,2023/3/14 9:41,R_1oGR6p5lpawTTq1,,,,,42.3464,-71.0975,anonymous,EN,Female,35-44 years old,Single,Like,Neutral,Neutral,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral
